Tenth_Percentage,Twelfth_Percentage,JEE_Percentile,CUET_Score,Category,State,Family_Income,Gender,Gap_Year,CGPA,Backlogs,Extracurricular,Research_Paper,Internship,Desired_Branch,College_Tier,Admission_Chance
82.75,84.71,80.6,384.1,General,Karnataka,5.46,Male,1,6.24,0,0,0,0,ME,Tier_2,0.4618
68.24,59.44,48.34,507.08,General,Telangana,9.7,Male,1,6.9,1,0,0,0,ME,Tier_3,0.5026
72.3,59.58,70.42,710.02,ST,Maharashtra,13.81,Male,2,9.8,0,1,0,2,Chemical,Tier_1,0.7083
85.94,80.36,94.93,586.62,General,Delhi,2.82,Male,0,7.25,0,0,0,0,Chemical,Tier_1,0.5859
81.34,72.09,89.53,747.94,OBC,Delhi,12.1,Male,1,8.31,1,0,0,1,Biotech,Tier_1,0.633
71.44,86.6,61.52,546.74,ST,Tamil_Nadu,25.77,Female,0,6.19,0,0,1,1,CE,Tier_3,0.688
60.94,56.55,59.26,375.98,General,Maharashtra,2.66,Male,0,6.18,0,1,1,2,ME,Tier_1,0.4499
88.05,81.96,71.67,614.58,SC,Uttar_Pradesh,8.36,Male,1,8.62,0,1,1,0,IT,Tier_2,0.661
70.03,70.56,48.16,558.6,OBC,Rajasthan,10.63,Male,0,6.92,0,1,0,2,CSE,Tier_1,0.4342
86.68,90.53,89.06,504.1,General,Maharashtra,13.83,Female,0,5.58,0,1,0,0,Chemical,Tier_3,0.6611
79.82,67.92,75.19,581.21,General,Telangana,15.14,Male,0,7.64,0,1,0,1,CSE,Tier_1,0.4836
61.22,49.96,51.54,434.83,General,Telangana,19.37,Female,1,7.1,0,0,0,1,ME,Tier_2,0.3839
92.91,96.2,60.86,619.24,OBC,Maharashtra,8.24,Male,1,7.96,0,0,1,0,EE,Tier_2,0.6126
70.7,70.14,76.13,660.51,OBC,Maharashtra,3.33,Female,1,7.56,0,0,1,1,CSE,Tier_1,0.5123
75.49,79.32,36.64,446.89,SC,Uttar_Pradesh,5.55,Female,0,5.75,1,1,0,0,ECE,Tier_2,0.44
85.44,86.66,72.73,520.04,OBC,Karnataka,23.45,Male,0,7.39,1,1,0,1,ECE,Tier_2,0.5561
58.93,69.49,45.82,431.41,OBC,Uttar_Pradesh,3.66,Male,0,7.97,0,1,0,1,CSE,Tier_2,0.4827
91.11,80.76,80.46,800.0,ST,Uttar_Pradesh,11.19,Male,0,8.01,0,1,0,0,CSE,Tier_2,0.6968
77.63,69.15,72.81,360.32,OBC,West_Bengal,14.53,Male,0,7.83,1,0,1,0,CSE,Tier_3,0.5359
70.95,53.7,75.01,544.94,EWS,Rajasthan,12.06,Male,0,6.08,0,0,0,2,IT,Tier_2,0.5555
74.88,64.46,53.07,468.98,OBC,Telangana,15.54,Male,0,6.71,0,1,0,0,ME,Tier_2,0.6311
83.34,78.83,82.62,519.99,EWS,Uttar_Pradesh,7.2,Male,0,6.33,1,1,0,1,CSE,Tier_3,0.7576
71.97,64.77,68.66,562.69,ST,Maharashtra,6.81,Female,0,8.76,1,1,0,1,CSE,Tier_3,0.6517
79.38,66.44,94.84,519.19,OBC,Maharashtra,31.59,Female,0,5.72,0,0,1,0,IT,Tier_3,0.6012
68.49,68.35,74.8,702.32,OBC,West_Bengal,35.8,Female,1,8.51,0,1,2,2,CSE,Tier_2,0.6202
40.0,58.74,9.11,275.52,General,Rajasthan,23.5,Female,0,5.6,0,1,2,0,ME,Tier_3,0.4483
82.52,77.32,82.68,385.43,OBC,Rajasthan,11.47,Male,0,7.64,2,1,1,0,EE,Tier_3,0.592
88.83,73.12,93.09,778.83,OBC,Uttar_Pradesh,4.66,Female,0,5.97,0,1,0,0,Biotech,Tier_2,0.6921
59.35,71.73,74.4,550.19,OBC,Uttar_Pradesh,8.24,Male,0,4.56,1,1,0,1,CSE,Tier_1,0.4218
83.37,72.17,81.57,558.1,General,Kerala,6.66,Female,1,7.87,0,1,0,0,CSE,Tier_2,0.5723
82.99,89.93,99.99,630.33,ST,Karnataka,17.83,Male,0,6.99,1,0,0,1,CSE,Tier_2,0.6753
41.39,46.87,33.85,416.58,General,Delhi,10.1,Female,0,4.81,1,1,0,0,Chemical,Tier_3,0.4045
69.06,69.17,90.73,675.79,SC,Kerala,11.79,Male,0,7.22,0,1,0,3,CE,Tier_2,0.7326
54.56,70.68,53.31,602.82,EWS,Telangana,7.19,Female,0,5.8,0,0,0,1,IT,Tier_1,0.4103
88.51,71.14,82.91,626.6,General,Maharashtra,1.0,Male,0,6.45,0,0,0,0,ME,Tier_1,0.5472
85.64,71.55,93.2,711.77,OBC,Tamil_Nadu,21.11,Male,0,8.1,0,1,0,2,ME,Tier_2,0.743
94.73,83.7,93.13,745.84,OBC,Rajasthan,7.02,Female,0,6.06,1,1,0,1,Biotech,Tier_3,0.7652
65.56,64.77,71.34,456.04,EWS,Delhi,16.03,Male,2,6.26,0,0,1,0,CSE,Tier_3,0.4523
86.31,99.0,28.0,639.16,ST,Maharashtra,5.64,Female,0,7.06,2,1,1,2,ECE,Tier_1,0.4836
72.97,63.98,64.44,353.06,OBC,Maharashtra,27.05,Female,0,7.07,0,1,1,0,Biotech,Tier_2,0.5196
78.87,64.78,62.15,436.27,EWS,Uttar_Pradesh,4.82,Female,0,9.79,0,1,3,1,ECE,Tier_3,0.7088
91.88,76.83,79.83,707.81,General,Delhi,6.98,Female,0,7.26,1,1,2,1,CSE,Tier_1,0.5998
88.96,84.13,82.86,731.59,General,Delhi,7.48,Male,2,8.74,2,1,0,3,ECE,Tier_1,0.5214
77.43,78.13,95.64,604.54,OBC,Maharashtra,2.21,Female,0,8.2,2,0,0,1,IT,Tier_2,0.5694
80.25,70.51,68.67,477.46,SC,Rajasthan,10.26,Female,1,7.67,1,0,0,1,Biotech,Tier_3,0.6427
94.28,86.17,66.68,559.34,General,Gujarat,14.32,Male,1,7.39,1,1,0,0,EE,Tier_2,0.5387
95.56,99.0,53.15,609.42,SC,Rajasthan,10.34,Female,1,9.09,0,1,1,2,Biotech,Tier_2,0.7168
68.4,68.16,87.13,330.14,General,Maharashtra,47.18,Male,0,7.71,1,0,0,3,CSE,Tier_2,0.4326
77.03,76.49,66.17,636.4,General,Kerala,3.62,Male,1,8.39,2,1,0,2,EE,Tier_1,0.5011
82.82,93.08,79.0,638.01,EWS,Kerala,1.86,Male,0,6.57,2,0,0,2,CE,Tier_2,0.5977
82.16,71.93,99.99,624.53,SC,Delhi,2.85,Female,0,7.83,0,1,0,0,CSE,Tier_2,0.7117
86.27,74.28,71.01,620.88,OBC,Kerala,7.9,Male,0,7.44,1,0,1,0,CE,Tier_1,0.5577
53.76,53.88,47.07,312.25,SC,Tamil_Nadu,19.28,Female,0,5.42,1,0,0,0,CE,Tier_2,0.3682
59.36,57.33,65.71,413.76,OBC,Maharashtra,8.5,Male,0,6.29,2,0,0,1,IT,Tier_1,0.3242
80.1,61.5,48.06,694.34,General,Uttar_Pradesh,4.98,Male,0,7.42,2,1,0,0,IT,Tier_3,0.4692
58.22,61.86,54.21,577.44,OBC,Uttar_Pradesh,24.48,Female,0,8.39,0,1,1,1,CSE,Tier_1,0.387
83.73,80.35,70.57,677.43,EWS,Telangana,6.74,Male,0,8.78,2,1,0,0,CSE,Tier_3,0.6023
73.47,69.94,67.0,497.01,General,Karnataka,2.46,Male,1,8.5,0,1,1,0,Biotech,Tier_3,0.6059
95.6,88.9,85.43,651.75,General,Rajasthan,16.43,Male,1,8.42,3,0,0,1,IT,Tier_1,0.4543
74.58,74.27,41.73,424.71,SC,Gujarat,12.38,Male,0,6.64,0,1,1,1,ECE,Tier_3,0.6308
87.82,70.94,78.13,545.75,OBC,Maharashtra,8.94,Female,0,7.13,1,1,1,0,CE,Tier_1,0.5605
82.11,79.78,45.84,588.44,General,West_Bengal,27.04,Male,0,7.58,1,1,0,0,IT,Tier_1,0.4069
65.1,70.04,64.66,642.04,OBC,Tamil_Nadu,6.8,Female,0,6.33,1,0,0,2,CSE,Tier_1,0.3785
74.35,59.27,78.92,736.43,EWS,Delhi,9.24,Male,0,7.13,0,1,0,0,CSE,Tier_3,0.6018
91.35,95.65,87.98,669.42,General,Tamil_Nadu,3.39,Female,1,8.46,0,1,0,0,CE,Tier_2,0.6745
55.31,48.83,56.62,445.98,General,Telangana,4.21,Male,1,8.27,2,1,0,0,CSE,Tier_1,0.225
87.7,72.28,58.57,439.92,OBC,West_Bengal,5.06,Male,0,7.12,1,1,0,2,Biotech,Tier_3,0.6163
48.46,55.54,35.91,222.33,OBC,West_Bengal,12.86,Female,0,4.77,1,1,3,3,CSE,Tier_3,0.5282
77.95,78.85,83.95,640.55,General,Maharashtra,4.3,Male,0,8.07,0,0,1,0,IT,Tier_3,0.6359
43.77,56.86,37.86,274.33,OBC,West_Bengal,6.84,Male,0,4.03,0,1,0,1,EE,Tier_3,0.3603
60.43,66.79,72.98,438.42,OBC,Rajasthan,6.18,Female,0,7.73,2,0,0,1,CSE,Tier_2,0.3867
58.95,57.11,82.79,539.09,OBC,Kerala,7.08,Female,0,5.68,1,1,0,3,CSE,Tier_2,0.5763
93.27,86.16,52.41,409.38,OBC,Gujarat,4.01,Male,0,8.5,0,1,2,1,CSE,Tier_1,0.5545
54.55,55.65,42.39,273.59,General,Maharashtra,6.26,Female,0,5.41,0,0,1,0,CE,Tier_3,0.4143
55.92,60.54,24.41,229.15,General,Kerala,2.94,Female,0,5.91,1,1,0,0,CSE,Tier_2,0.2675
92.23,85.11,63.65,619.42,ST,Gujarat,7.16,Female,1,10.0,1,1,0,0,Biotech,Tier_1,0.6345
92.91,81.0,95.07,672.02,OBC,Maharashtra,7.22,Female,0,7.27,0,1,0,0,IT,Tier_1,0.5351
62.32,60.84,62.12,532.36,OBC,Rajasthan,7.83,Male,0,5.5,1,1,0,1,CSE,Tier_3,0.5483
76.33,58.61,74.06,504.86,OBC,Karnataka,11.56,Female,0,7.44,0,1,0,1,CSE,Tier_1,0.4438
92.64,91.49,71.82,649.5,General,Uttar_Pradesh,31.42,Male,0,9.92,1,1,0,1,CSE,Tier_2,0.6238
77.08,76.34,68.46,514.04,ST,Karnataka,1.96,Male,0,7.27,0,1,0,1,IT,Tier_1,0.5703
66.58,48.15,33.15,369.92,SC,Rajasthan,5.49,Male,0,6.42,0,0,0,0,Chemical,Tier_1,0.4167
99.0,95.65,78.13,640.38,General,Delhi,3.56,Male,0,7.92,2,0,0,0,CE,Tier_1,0.4806
70.5,68.93,35.8,419.64,General,Gujarat,9.48,Male,1,4.97,1,1,0,2,CE,Tier_3,0.5023
65.91,58.64,88.42,358.42,General,Maharashtra,13.02,Male,0,7.69,0,1,2,0,ME,Tier_3,0.6734
88.73,73.91,78.57,708.45,General,Maharashtra,2.8,Female,0,7.77,2,0,1,1,IT,Tier_1,0.4306
74.71,66.79,73.58,568.12,OBC,Maharashtra,9.53,Female,0,8.69,0,0,1,1,Chemical,Tier_2,0.5805
87.78,73.99,73.13,575.17,General,Karnataka,14.77,Male,1,8.13,0,1,0,0,ECE,Tier_2,0.605
83.79,72.28,78.74,722.04,SC,West_Bengal,10.38,Female,1,6.6,0,0,1,1,Chemical,Tier_2,0.6645
73.5,85.06,62.17,347.0,OBC,Tamil_Nadu,5.64,Female,1,6.54,1,1,1,1,CSE,Tier_3,0.5465
72.79,73.92,90.45,570.26,General,Tamil_Nadu,12.69,Male,0,8.79,1,1,0,2,CSE,Tier_1,0.5363
61.73,79.5,51.87,518.06,General,Telangana,6.03,Male,0,6.11,1,1,1,2,Chemical,Tier_2,0.5952
91.96,86.18,72.97,349.49,General,Uttar_Pradesh,15.25,Female,0,6.1,0,0,0,1,CE,Tier_1,0.3661
70.32,73.86,73.69,474.04,OBC,Uttar_Pradesh,9.8,Male,2,6.37,0,1,1,0,CSE,Tier_2,0.5686
65.33,58.68,70.66,586.98,OBC,Tamil_Nadu,6.36,Male,2,7.4,0,0,0,0,CSE,Tier_1,0.3801
73.39,70.03,57.21,535.43,OBC,Kerala,2.7,Male,1,7.97,0,1,0,0,ECE,Tier_3,0.6158
53.6,56.86,54.14,431.48,General,Delhi,7.49,Female,1,6.53,0,0,0,1,CSE,Tier_2,0.3227
88.2,86.7,79.25,643.59,EWS,Delhi,3.14,Male,0,10.0,0,0,1,1,Biotech,Tier_1,0.5783
77.4,73.78,81.24,615.94,OBC,Uttar_Pradesh,3.1,Female,0,7.42,0,0,0,3,EE,Tier_1,0.5909
79.2,78.25,61.11,582.04,OBC,West_Bengal,5.59,Female,1,8.61,0,1,2,1,ME,Tier_1,0.5728
78.84,77.71,95.73,611.39,OBC,Maharashtra,6.95,Male,0,6.54,0,1,2,0,IT,Tier_3,0.6951
98.2,86.32,99.99,527.86,General,Telangana,2.84,Female,0,9.73,0,1,0,1,ECE,Tier_2,0.6603
72.57,67.56,48.94,599.22,SC,Karnataka,6.47,Male,0,8.12,0,0,0,0,CSE,Tier_2,0.4529
87.59,75.96,87.19,536.7,SC,West_Bengal,6.11,Female,2,8.38,0,1,0,1,ECE,Tier_2,0.6556
64.95,74.12,77.05,495.88,General,Delhi,4.57,Male,0,4.77,2,0,0,1,ECE,Tier_1,0.3416
94.14,83.48,66.96,644.43,General,Telangana,6.02,Female,0,8.71,0,0,1,0,CSE,Tier_1,0.5212
65.32,68.35,31.15,418.59,OBC,Karnataka,12.38,Male,0,6.17,0,0,0,0,EE,Tier_2,0.4106
76.07,71.99,97.5,694.48,OBC,Delhi,5.42,Male,0,8.08,0,0,1,1,ECE,Tier_1,0.6108
89.1,90.87,79.15,710.15,EWS,Maharashtra,11.77,Female,1,6.43,0,1,0,0,ECE,Tier_1,0.4946
80.55,60.48,67.95,472.51,OBC,Karnataka,6.93,Female,1,7.96,0,0,0,3,CE,Tier_1,0.5537
49.39,56.99,37.62,314.92,ST,Karnataka,16.69,Female,1,5.11,0,0,0,0,IT,Tier_2,0.3201
60.0,51.96,45.16,435.88,General,Maharashtra,14.15,Male,0,5.48,0,0,1,1,Biotech,Tier_2,0.4219
99.0,92.43,99.99,504.67,OBC,Uttar_Pradesh,6.23,Male,0,8.86,0,1,1,0,Chemical,Tier_3,0.7925
92.07,83.27,66.43,418.87,General,Tamil_Nadu,4.29,Male,0,7.56,0,1,1,0,CSE,Tier_1,0.4896
59.3,49.68,59.1,377.54,EWS,Uttar_Pradesh,10.89,Male,2,6.25,0,1,0,1,CSE,Tier_3,0.5215
69.59,71.41,96.16,500.49,OBC,Maharashtra,4.86,Female,0,8.48,0,0,0,0,CE,Tier_3,0.6776
66.43,68.29,82.62,425.84,SC,Karnataka,2.11,Female,0,8.88,0,1,0,1,ME,Tier_1,0.6653
56.05,57.39,69.37,330.18,General,Kerala,13.31,Male,1,6.66,0,1,0,3,Chemical,Tier_2,0.5386
83.83,77.84,62.82,541.65,OBC,Karnataka,4.53,Female,0,5.51,0,1,0,1,IT,Tier_1,0.5368
96.99,89.18,81.44,583.8,OBC,Gujarat,1.41,Male,0,6.58,0,0,1,1,CE,Tier_2,0.7123
59.74,71.25,25.87,564.04,General,Maharashtra,6.95,Male,0,6.77,0,0,1,0,Biotech,Tier_2,0.4293
80.26,73.67,78.73,641.92,SC,Maharashtra,15.62,Female,0,8.95,0,0,0,1,ECE,Tier_1,0.5569
76.47,81.63,82.68,707.72,OBC,Kerala,4.61,Male,0,8.19,2,1,0,1,EE,Tier_2,0.6343
68.85,67.9,69.36,338.07,OBC,West_Bengal,5.59,Female,0,7.2,1,0,2,1,EE,Tier_1,0.3828
74.99,82.86,94.01,486.01,OBC,West_Bengal,11.01,Male,0,7.13,0,1,0,1,ME,Tier_1,0.6275
79.97,74.1,75.77,533.04,SC,Tamil_Nadu,5.13,Male,0,8.04,0,0,1,0,CSE,Tier_2,0.6118
87.51,75.93,92.68,640.7,General,Rajasthan,6.8,Male,0,8.35,0,0,0,1,CSE,Tier_1,0.5001
87.53,72.49,75.33,545.26,OBC,Telangana,15.12,Male,0,6.66,0,0,0,1,CSE,Tier_2,0.5323
46.85,52.52,67.48,361.46,ST,Maharashtra,12.7,Male,1,6.56,0,1,0,1,ECE,Tier_3,0.6381
79.84,69.55,78.33,584.14,General,Delhi,8.86,Female,0,6.28,1,1,0,2,EE,Tier_3,0.6427
74.27,83.22,74.06,440.12,ST,Telangana,1.95,Male,0,7.06,0,1,1,1,ECE,Tier_3,0.7253
55.91,52.17,61.49,583.32,ST,Maharashtra,11.79,Female,0,5.9,0,1,0,1,Chemical,Tier_2,0.5551
61.7,57.67,72.23,556.06,General,Karnataka,5.39,Male,0,7.31,0,0,1,0,CE,Tier_1,0.4535
85.54,84.53,48.31,570.49,General,Maharashtra,10.93,Male,0,7.76,1,0,1,0,ME,Tier_1,0.4695
82.5,87.24,97.21,533.61,SC,Tamil_Nadu,2.2,Female,0,8.26,0,0,1,0,ECE,Tier_1,0.6484
82.5,83.6,71.17,426.17,EWS,Tamil_Nadu,15.65,Male,0,8.52,0,1,0,3,CSE,Tier_3,0.6556
79.99,84.46,83.2,559.11,General,Delhi,3.77,Male,0,7.54,1,0,0,0,CE,Tier_1,0.4951
83.81,78.02,84.23,715.63,EWS,Maharashtra,10.43,Male,0,8.09,0,1,0,0,ECE,Tier_2,0.6168
80.32,75.69,67.44,470.84,General,Tamil_Nadu,15.59,Male,2,8.12,0,1,1,0,Biotech,Tier_1,0.47
65.01,81.6,86.68,524.4,OBC,Uttar_Pradesh,10.1,Female,0,9.09,1,1,0,0,IT,Tier_2,0.4988
72.23,84.09,42.95,355.14,ST,Rajasthan,10.06,Male,0,6.2,0,1,0,2,CSE,Tier_2,0.5077
69.97,74.7,73.79,394.74,General,Rajasthan,7.93,Male,0,6.66,0,1,0,1,CE,Tier_2,0.5113
92.69,93.74,74.13,704.87,SC,Maharashtra,2.78,Female,0,7.8,0,0,0,1,Chemical,Tier_2,0.6667
88.97,89.15,90.01,617.95,General,Tamil_Nadu,21.33,Male,0,8.46,1,1,0,4,Biotech,Tier_1,0.6279
63.71,54.95,61.25,503.43,OBC,Gujarat,17.75,Male,1,6.44,1,1,0,0,Biotech,Tier_3,0.5837
84.27,78.67,75.13,673.73,EWS,Uttar_Pradesh,5.44,Male,0,6.44,0,1,0,1,IT,Tier_3,0.6367
64.4,77.05,59.16,392.52,General,Telangana,1.0,Female,2,7.78,1,0,1,2,ECE,Tier_3,0.4691
63.08,69.92,53.7,519.65,SC,Kerala,16.53,Female,0,7.73,1,1,0,1,EE,Tier_2,0.6198
97.44,87.7,68.86,486.23,EWS,Karnataka,1.72,Female,0,8.76,0,0,0,1,EE,Tier_3,0.6729
67.22,79.12,67.4,517.97,SC,Maharashtra,11.31,Male,1,8.25,0,1,0,0,IT,Tier_2,0.6211
88.59,84.97,75.73,564.29,EWS,Maharashtra,4.13,Male,0,7.65,0,1,0,1,Chemical,Tier_1,0.5423
75.65,79.0,29.04,593.56,EWS,Maharashtra,10.85,Female,0,6.92,0,1,0,0,CE,Tier_2,0.5522
74.39,75.07,68.12,434.67,General,West_Bengal,3.3,Female,0,7.94,0,1,0,0,ECE,Tier_2,0.5564
78.44,79.24,67.4,464.9,OBC,Maharashtra,7.42,Male,0,6.25,1,1,0,0,CE,Tier_1,0.4955
87.42,86.09,73.13,590.85,OBC,Kerala,1.89,Male,0,7.54,0,1,2,2,Biotech,Tier_3,0.8231
74.55,82.58,43.9,540.18,SC,West_Bengal,7.48,Male,0,6.77,2,1,0,2,CE,Tier_3,0.6815
81.51,88.5,72.64,357.06,SC,Kerala,7.36,Male,0,8.47,0,1,0,0,CSE,Tier_2,0.5959
74.42,68.48,72.77,702.98,General,Uttar_Pradesh,13.12,Male,1,7.42,1,1,0,0,ME,Tier_2,0.5256
71.18,72.67,98.29,606.06,SC,Delhi,5.04,Female,2,7.17,0,0,0,1,IT,Tier_2,0.6236
93.73,95.78,48.2,497.49,OBC,Delhi,9.27,Female,0,7.18,0,0,0,1,Biotech,Tier_1,0.5722
51.58,55.05,49.48,484.39,SC,Rajasthan,5.38,Male,0,7.48,0,1,0,0,ME,Tier_3,0.7365
92.85,74.52,70.19,609.73,OBC,Maharashtra,10.62,Male,1,8.18,1,0,0,2,IT,Tier_2,0.5598
64.89,58.16,60.95,366.76,General,Telangana,10.1,Male,0,5.17,0,1,0,2,ECE,Tier_1,0.3505
83.88,72.0,93.12,441.54,SC,Maharashtra,14.94,Male,0,6.42,0,1,0,1,ECE,Tier_2,0.6451
70.43,65.63,79.52,629.66,OBC,Uttar_Pradesh,2.89,Male,0,7.61,2,0,1,0,ECE,Tier_1,0.431
69.54,62.71,40.61,419.73,ST,Karnataka,6.87,Male,0,6.79,0,1,1,1,EE,Tier_3,0.6207
73.06,79.37,56.04,472.08,SC,West_Bengal,9.27,Female,0,6.95,2,1,0,0,Chemical,Tier_1,0.4587
79.02,73.1,33.45,450.35,ST,Gujarat,31.67,Female,0,5.49,1,1,2,0,IT,Tier_1,0.4114
91.39,94.06,92.2,665.75,SC,Maharashtra,36.09,Female,1,8.98,0,0,0,2,CE,Tier_1,0.7104
96.66,78.62,72.61,499.19,EWS,Kerala,2.49,Female,0,8.26,0,1,0,1,CE,Tier_3,0.7396
41.65,46.33,20.56,409.16,General,Uttar_Pradesh,4.52,Female,0,6.08,1,0,0,3,Chemical,Tier_2,0.2816
93.03,85.95,86.95,734.26,OBC,Karnataka,1.0,Female,0,8.19,0,0,0,0,Biotech,Tier_2,0.6534
90.76,90.01,99.99,689.8,General,Kerala,42.82,Female,0,9.69,0,1,0,0,IT,Tier_1,0.5625
66.03,75.37,51.01,371.43,OBC,Gujarat,9.53,Male,0,5.4,1,1,2,1,EE,Tier_3,0.594
90.3,78.9,83.67,524.09,ST,Delhi,11.76,Male,0,7.61,0,0,0,0,IT,Tier_2,0.5274
83.59,86.46,38.17,419.08,SC,Maharashtra,5.74,Male,0,6.49,1,1,0,0,ME,Tier_3,0.655
87.19,67.58,47.62,626.19,OBC,Telangana,7.37,Female,0,9.1,0,0,0,2,ME,Tier_2,0.6398
84.23,85.93,57.01,776.6,SC,Uttar_Pradesh,18.24,Male,0,7.83,1,0,0,1,Biotech,Tier_1,0.5842
82.82,67.24,80.86,578.79,General,Tamil_Nadu,3.2,Male,0,7.22,0,0,0,0,CE,Tier_2,0.506
90.84,87.16,72.9,558.95,EWS,Maharashtra,2.99,Female,2,7.68,0,0,0,0,CE,Tier_1,0.4894
91.98,93.42,90.49,726.7,General,Uttar_Pradesh,6.09,Male,2,8.16,1,1,1,0,CSE,Tier_3,0.606
65.4,72.88,66.78,520.63,General,Karnataka,7.45,Male,0,8.54,1,1,2,0,ME,Tier_1,0.5311
87.18,67.91,90.89,737.67,General,Delhi,11.52,Female,0,7.32,0,1,2,1,ECE,Tier_3,0.7575
73.61,67.95,88.23,582.04,EWS,Tamil_Nadu,7.51,Male,0,6.96,1,1,0,1,ECE,Tier_3,0.7249
59.23,67.2,39.35,466.16,OBC,Maharashtra,3.76,Male,1,4.97,0,0,0,0,Biotech,Tier_2,0.4567
73.96,77.28,57.93,609.03,OBC,Uttar_Pradesh,5.45,Female,0,7.18,1,0,1,1,Biotech,Tier_3,0.652
76.57,75.81,42.39,621.78,OBC,West_Bengal,8.51,Female,0,9.99,1,1,0,0,Biotech,Tier_2,0.6136
63.37,46.75,79.69,458.58,General,Rajasthan,12.53,Male,1,7.06,0,1,0,1,ECE,Tier_1,0.484
68.79,77.74,31.11,371.41,General,Maharashtra,16.44,Male,0,6.54,0,0,0,1,EE,Tier_3,0.4169
77.21,85.05,43.04,558.43,General,Delhi,5.93,Male,2,7.1,0,0,0,0,ECE,Tier_1,0.3434
89.07,83.66,73.26,630.35,OBC,Gujarat,4.2,Male,1,7.57,0,0,3,0,ME,Tier_3,0.7326
99.0,91.13,49.99,615.64,General,Uttar_Pradesh,3.6,Female,1,8.27,0,1,1,0,ECE,Tier_2,0.6031
82.85,82.02,77.32,454.21,OBC,Maharashtra,18.79,Female,0,8.23,0,1,0,1,CE,Tier_1,0.5872
99.0,99.0,80.05,685.59,OBC,Rajasthan,5.21,Female,0,8.57,0,0,0,1,ECE,Tier_3,0.7767
72.76,72.94,84.44,508.77,OBC,Tamil_Nadu,4.01,Male,1,7.41,0,1,1,0,ECE,Tier_1,0.4703
77.41,72.66,70.31,426.06,ST,Delhi,8.45,Female,0,6.31,2,0,0,1,ME,Tier_1,0.4237
87.46,84.27,99.99,727.58,General,Rajasthan,26.88,Female,1,8.85,0,1,0,1,CSE,Tier_2,0.6793
62.72,63.81,55.6,568.03,OBC,Karnataka,3.53,Male,0,6.44,0,1,0,1,Chemical,Tier_2,0.5464
82.17,77.52,57.15,538.77,General,Tamil_Nadu,11.86,Female,1,9.49,0,1,0,2,CSE,Tier_2,0.5366
68.96,54.15,37.59,594.55,EWS,Telangana,5.13,Male,1,7.44,0,1,0,2,EE,Tier_2,0.4912
76.96,78.05,72.87,546.71,EWS,Maharashtra,8.08,Female,0,7.3,1,0,0,0,CSE,Tier_2,0.523
74.97,81.85,99.99,689.45,General,Uttar_Pradesh,14.14,Female,0,6.46,0,0,0,0,ECE,Tier_2,0.6022
75.15,80.77,57.4,528.27,General,Maharashtra,19.55,Male,1,6.45,1,1,0,0,CSE,Tier_3,0.472
80.15,83.71,78.52,617.44,General,Kerala,4.84,Female,0,6.62,1,1,0,1,Biotech,Tier_1,0.5856
67.94,67.14,94.25,678.32,General,Karnataka,13.47,Male,0,6.98,1,0,0,0,Chemical,Tier_2,0.546
85.58,81.07,83.49,575.27,General,Telangana,8.93,Male,2,6.94,0,1,0,2,Chemical,Tier_2,0.5701
89.13,91.92,73.03,761.23,General,Karnataka,10.2,Male,1,7.85,0,0,0,0,CSE,Tier_2,0.5164
83.56,85.43,85.95,576.18,General,Gujarat,19.86,Female,1,7.33,0,1,1,1,CE,Tier_2,0.6553
79.08,87.24,60.05,480.64,General,Rajasthan,4.19,Male,0,7.3,0,1,0,0,Chemical,Tier_3,0.6601
94.29,80.62,89.16,556.89,OBC,Delhi,13.73,Female,0,8.0,1,1,0,3,ECE,Tier_3,0.8179
76.79,68.32,83.61,726.33,General,West_Bengal,8.38,Male,2,6.79,1,1,2,1,CSE,Tier_3,0.6532
73.94,69.1,61.85,643.18,OBC,Delhi,19.05,Male,0,8.53,1,0,0,0,ME,Tier_3,0.6496
92.76,77.39,81.53,581.25,ST,Maharashtra,10.26,Male,0,8.26,0,0,0,0,Chemical,Tier_3,0.7129
72.09,59.89,92.35,588.96,OBC,Karnataka,6.55,Male,0,6.72,1,0,0,0,CSE,Tier_1,0.4734
74.72,76.05,60.63,567.44,General,Rajasthan,14.83,Female,1,6.47,0,0,0,0,CSE,Tier_3,0.5159
53.68,60.78,75.59,427.75,EWS,Delhi,4.69,Male,0,5.08,0,0,0,1,CE,Tier_2,0.5131
69.42,70.57,51.57,565.95,General,West_Bengal,5.36,Female,0,5.27,0,0,1,1,CSE,Tier_2,0.4402
66.33,69.26,80.36,388.05,General,Rajasthan,4.05,Female,1,7.45,3,1,1,1,ECE,Tier_2,0.4374
64.14,53.19,59.6,399.19,OBC,Karnataka,4.48,Male,1,8.44,0,0,1,0,ECE,Tier_3,0.5591
67.08,63.11,61.5,559.44,General,Maharashtra,1.0,Male,0,6.62,1,1,0,1,EE,Tier_1,0.4171
61.46,60.68,86.77,520.66,OBC,Uttar_Pradesh,4.91,Male,1,8.39,0,1,1,0,CSE,Tier_3,0.6396
83.64,78.93,92.67,505.29,SC,Maharashtra,6.97,Female,0,7.94,0,0,1,0,EE,Tier_2,0.6107
76.6,61.94,98.66,602.79,OBC,Maharashtra,13.58,Female,1,8.5,0,1,0,0,ME,Tier_1,0.662
75.92,65.72,52.25,421.53,ST,Maharashtra,3.54,Male,0,8.13,1,1,0,2,ME,Tier_2,0.5576
